/work3/soeba/HALOS/halos/lib/python3.8/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and will be removed in 0.15, please use 'weights' instead.
  warnings.warn(
/work3/soeba/HALOS/halos/lib/python3.8/site-packages/torchvision/models/_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and will be removed in 0.15. The current behavior is equivalent to passing `weights=VGG19_Weights.IMAGENET1K_V1`. You can also use `weights=VGG19_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Training Epoch 1
Epoch 1, batch no. 46747, gen. loss: 2.3118441104888916, disc. loss: 0.6175773739814758
Epoch 1, batch no. 46747, gen. loss: 1.3224360942840576, disc. loss: 0.4458301365375519
Epoch 1, batch no. 46747, gen. loss: 1.2369645833969116, disc. loss: 0.4884743392467499
Epoch 1, batch no. 46747, gen. loss: 1.1146961450576782, disc. loss: 0.40518683195114136
Epoch 1, batch no. 46747, gen. loss: 1.087249755859375, disc. loss: 0.38025349378585815
Epoch 1, batch no. 46747, gen. loss: 1.0937116146087646, disc. loss: 0.36468836665153503
Epoch 1, batch no. 46747, gen. loss: 1.0817415714263916, disc. loss: 0.3560641407966614
Epoch 1, batch no. 46747, gen. loss: 1.1189619302749634, disc. loss: 0.3521938920021057
Epoch 1, batch no. 46747, gen. loss: 1.1299697160720825, disc. loss: 0.3484012186527252
Epoch 1, batch no. 46747, gen. loss: 1.058519721031189, disc. loss: 0.3446916341781616
Epoch 1, batch no. 46747, gen. loss: 1.0834553241729736, disc. loss: 0.3418685793876648
Epoch 1, batch no. 46747, gen. loss: 1.0509028434753418, disc. loss: 0.34119659662246704
Epoch 1, batch no. 46747, gen. loss: 1.0974229574203491, disc. loss: 0.33901354670524597
Epoch 1, batch no. 46747, gen. loss: 1.1646069288253784, disc. loss: 0.3413268029689789
Epoch 1, batch no. 46747, gen. loss: 1.0565800666809082, disc. loss: 0.3418606221675873
Epoch 1, batch no. 46747, gen. loss: 1.1375443935394287, disc. loss: 0.34032881259918213
Epoch 1, batch no. 46747, gen. loss: 1.0010374784469604, disc. loss: 0.3368159830570221
Epoch 1, batch no. 46747, gen. loss: 1.0795913934707642, disc. loss: 0.336261123418808
Epoch 1, batch no. 46747, gen. loss: 1.09804368019104, disc. loss: 0.3364611566066742
Epoch 1, batch no. 46747, gen. loss: 1.0630534887313843, disc. loss: 0.3340321183204651
Epoch 1, batch no. 46747, gen. loss: 1.0368906259536743, disc. loss: 0.33801034092903137
Epoch 1, batch no. 46747, gen. loss: 1.016043782234192, disc. loss: 0.37845131754875183
Epoch 1, batch no. 46747, gen. loss: 1.002078890800476, disc. loss: 0.34562358260154724
Epoch 1, batch no. 46747, gen. loss: 0.949397623538971, disc. loss: 0.3489064872264862
Epoch 1, batch no. 46747, gen. loss: 0.9848500490188599, disc. loss: 0.3782797157764435
Epoch 1, batch no. 46747, gen. loss: 0.8893688321113586, disc. loss: 0.3449420928955078
Epoch 1, batch no. 46747, gen. loss: 0.9563463926315308, disc. loss: 0.3399248421192169
Epoch 1, batch no. 46747, gen. loss: 0.99197918176651, disc. loss: 0.3400084376335144
Epoch 1, batch no. 46747, gen. loss: 0.9676052331924438, disc. loss: 0.34002241492271423
Epoch 1, batch no. 46747, gen. loss: 0.9085535407066345, disc. loss: 0.34848296642303467
Epoch 1, batch no. 46747, gen. loss: 0.8977075219154358, disc. loss: 0.33885616064071655
Epoch 1, batch no. 46747, gen. loss: 0.963394284248352, disc. loss: 0.33739638328552246
Epoch 1, batch no. 46747, gen. loss: 0.9610353112220764, disc. loss: 0.3382476568222046
Epoch 1, batch no. 46747, gen. loss: 0.7137588858604431, disc. loss: 0.3332766592502594
Epoch 1, batch no. 46747, gen. loss: 0.9147230982780457, disc. loss: 0.3746176064014435
Epoch 1, batch no. 46747, gen. loss: 0.8296946287155151, disc. loss: 1.3358091115951538
Epoch 1, batch no. 46747, gen. loss: 0.8730632662773132, disc. loss: 0.5747188925743103
Epoch 1, batch no. 46747, gen. loss: 0.8324916958808899, disc. loss: 0.3927428424358368
Epoch 1, batch no. 46747, gen. loss: 0.9114571809768677, disc. loss: 0.37973925471305847
Epoch 1, batch no. 46747, gen. loss: 0.9090169668197632, disc. loss: 0.3627806007862091
Epoch 1, batch no. 46747, gen. loss: 0.8717358708381653, disc. loss: 0.3458022177219391
Epoch 1, batch no. 46747, gen. loss: 0.933385968208313, disc. loss: 0.3554196059703827
Epoch 1, batch no. 46747, gen. loss: 0.7939936518669128, disc. loss: 0.3409937620162964
Epoch 1, batch no. 46747, gen. loss: 0.8616930246353149, disc. loss: 0.3382391929626465
Epoch 1, batch no. 46747, gen. loss: 0.8500311970710754, disc. loss: 0.34271660447120667
Epoch 1, batch no. 46747, gen. loss: 0.9432379007339478, disc. loss: 0.336247980594635
Epoch 1, batch no. 46747, gen. loss: 0.9000707268714905, disc. loss: 0.33524295687675476
Epoch 1, batch no. 46747, gen. loss: 0.9232335090637207, disc. loss: 0.3335575759410858
Epoch 1, batch no. 46747, gen. loss: 0.8765983581542969, disc. loss: 0.33923599123954773
Epoch 1, batch no. 46747, gen. loss: 0.8983898162841797, disc. loss: 0.3341737687587738
Epoch 1, batch no. 46747, gen. loss: 0.768208384513855, disc. loss: 0.3352058529853821
Epoch 1, batch no. 46747, gen. loss: 0.8201267123222351, disc. loss: 0.33149170875549316
Epoch 1, batch no. 46747, gen. loss: 0.8085999488830566, disc. loss: 0.33447641134262085
Epoch 1, batch no. 46747, gen. loss: 0.9143049120903015, disc. loss: 0.3316601514816284
Epoch 1, batch no. 46747, gen. loss: 0.8455740213394165, disc. loss: 0.3307311534881592
Epoch 1, batch no. 46747, gen. loss: 0.9282472133636475, disc. loss: 0.3338969647884369
Epoch 1, batch no. 46747, gen. loss: 0.822385847568512, disc. loss: 0.33014005422592163
Epoch 1, batch no. 46747, gen. loss: 0.7881726026535034, disc. loss: 0.3295402526855469
Epoch 1, batch no. 46747, gen. loss: 0.7770308256149292, disc. loss: 0.3293868899345398
