/work3/soeba/HALOS/halos/lib/python3.8/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and will be removed in 0.15, please use 'weights' instead.
  warnings.warn(
/work3/soeba/HALOS/halos/lib/python3.8/site-packages/torchvision/models/_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and will be removed in 0.15. The current behavior is equivalent to passing `weights=VGG19_Weights.IMAGENET1K_V1`. You can also use `weights=VGG19_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Training Epoch 1
Epoch 1, batch no. 46747, gen. loss: 1.471482276916504, disc. loss: 0.638671875
Epoch 1, batch no. 46747, gen. loss: 1.217568278312683, disc. loss: 0.4306640625
Epoch 1, batch no. 46747, gen. loss: 1.2489657402038574, disc. loss: 0.387939453125
Epoch 1, batch no. 46747, gen. loss: 1.1896501779556274, disc. loss: 0.36669921875
Epoch 1, batch no. 46747, gen. loss: 1.2148367166519165, disc. loss: 0.355224609375
Epoch 1, batch no. 46747, gen. loss: 1.1645066738128662, disc. loss: 0.3505859375
Epoch 1, batch no. 46747, gen. loss: 1.0719108581542969, disc. loss: 0.344970703125
Epoch 1, batch no. 46747, gen. loss: 1.083707332611084, disc. loss: 0.344482421875
Epoch 1, batch no. 46747, gen. loss: 1.1264419555664062, disc. loss: 0.3408203125
Epoch 1, batch no. 46747, gen. loss: 1.103676676750183, disc. loss: 0.33740234375
Epoch 1, batch no. 46747, gen. loss: 1.2076815366744995, disc. loss: 0.338134765625
Epoch 1, batch no. 46747, gen. loss: 1.179617166519165, disc. loss: 0.494384765625
Epoch 1, batch no. 46747, gen. loss: 1.000396728515625, disc. loss: 0.37255859375
Epoch 1, batch no. 46747, gen. loss: 1.1418827772140503, disc. loss: 0.346435546875
Epoch 1, batch no. 46747, gen. loss: 1.1002981662750244, disc. loss: 0.3427734375
Epoch 1, batch no. 46747, gen. loss: 1.0663964748382568, disc. loss: 0.345947265625
Epoch 1, batch no. 46747, gen. loss: 0.9639856219291687, disc. loss: 0.339111328125
Epoch 1, batch no. 46747, gen. loss: 1.002082347869873, disc. loss: 0.3369140625
Epoch 1, batch no. 46747, gen. loss: 1.0720257759094238, disc. loss: 0.33544921875
Epoch 1, batch no. 46747, gen. loss: 1.0407642126083374, disc. loss: 0.3720703125
Epoch 1, batch no. 46747, gen. loss: 1.0573806762695312, disc. loss: 0.333251953125
Epoch 1, batch no. 46747, gen. loss: 1.0970697402954102, disc. loss: 0.334228515625
Epoch 1, batch no. 46747, gen. loss: 1.0621219873428345, disc. loss: 0.349365234375
Epoch 1, batch no. 46747, gen. loss: 1.1104968786239624, disc. loss: 0.33349609375
Epoch 1, batch no. 46747, gen. loss: 1.0336825847625732, disc. loss: 0.336181640625
Epoch 1, batch no. 46747, gen. loss: 0.9197576642036438, disc. loss: 0.331298828125
Epoch 1, batch no. 46747, gen. loss: 1.068648099899292, disc. loss: 0.341064453125
Epoch 1, batch no. 46747, gen. loss: 1.017875075340271, disc. loss: 0.331298828125
Epoch 1, batch no. 46747, gen. loss: 1.1025880575180054, disc. loss: 0.331298828125
Epoch 1, batch no. 46747, gen. loss: 1.1173231601715088, disc. loss: 0.330810546875
